loan_size,APR,income,principal_paid,interest_paid,loan_term,status,issue_date
6000.0,  7.51%,30000.0,6000.0,718.82, 36 months,Fully Paid,Nov-2011
6000.0,  8.90%,55000.0,6000.0,857.5, 36 months,Fully Paid,Nov-2011
5000.0, 11.71%,21600.0,5000.0,951.84, 36 months,Fully Paid,Nov-2011
26400.0, 19.91%,103000.0,26399.99,8515.95, 60 months,Fully Paid,Dec-2011
11300.0, 14.65%,70000.0,11300.0,1899.65, 36 months,Fully Paid,Dec-2011
14000.0, 14.27%,86000.0,14000.0,3090.32, 36 months,Fully Paid,Nov-2011
15000.0, 16.29%,50000.0,15000.0,2559.71, 36 months,Fully Paid,Nov-2011
23600.0, 13.49%,102000.0,23600.0,4971.82, 36 months,Fully Paid,Nov-2011
5100.0,  8.90%,36000.0,5100.0,729.31, 36 months,Fully Paid,Nov-2011
7500.0,  8.90%,75000.0,7500.0,1071.88, 36 months,Fully Paid,Nov-2011
10000.0, 10.65%,58000.0,10000.0,1101.01, 36 months,Fully Paid,Nov-2011
6000.0, 19.42%,36000.0,6000.0,1951.6, 36 months,Fully Paid,Nov-2011
2000.0, 14.27%,100000.0,2000.0,365.82, 36 months,Fully Paid,Nov-2011
6000.0,  7.51%,45000.0,6000.0,718.47, 36 months,Fully Paid,Nov-2011
18000.0, 20.30%,55000.0,13210.88,10284.22, 60 months,Current,Dec-2011
10000.0, 16.77%,49000.0,10000.0,912.62, 36 months,Fully Paid,Nov-2011
24000.0, 21.67%,85000.0,24000.0,11160.63, 60 months,Fully Paid,Dec-2011
10000.0, 12.42%,26000.0,10000.0,842.74, 36 months,Fully Paid,Nov-2011
10000.0, 16.77%,40000.0,10000.0,2788.08, 36 months,Fully Paid,Nov-2011
10175.0, 12.69%,45136.0,10175.0,789.29, 36 months,Fully Paid,Nov-2011
17000.0, 19.03%,78050.0,3535.87,4388.09, 60 months,Charged Off,Dec-2011
5600.0,  7.90%,32000.0,5600.0,707.47, 36 months,Fully Paid,Nov-2011
20000.0, 18.25%,102000.0,1162.52,2766.88, 60 months,Charged Off,Dec-2011
10000.0, 11.71%,50000.0,10000.0,1903.72, 36 months,Fully Paid,Nov-2011
5600.0, 15.27%,46000.0,5600.0,1410.68, 36 months,Fully Paid,Nov-2011
2800.0, 10.65%,136000.0,2800.0,482.19, 36 months,Fully Paid,Nov-2011
9600.0, 11.71%,62100.0,9600.0,1764.33, 36 months,Fully Paid,Nov-2011
24000.0,  6.62%,88620.0,24000.0,1068.93, 36 months,Fully Paid,Nov-2011
18400.0, 14.27%,61938.0,4865.98,3424.22, 60 months,Charged Off,Dec-2011
9000.0,  6.62%,98400.0,9000.0,946.11, 36 months,Fully Paid,Nov-2011
30750.0, 19.91%,65000.0,30750.0,11207.29, 60 months,Fully Paid,Dec-2011
6000.0, 12.42%,30000.0,6000.0,918.39, 36 months,Fully Paid,Nov-2011
5000.0, 15.96%,41000.0,559.39,317.06, 36 months,Charged Off,Nov-2011
33600.0, 20.30%,240000.0,24670.65,19209.19, 60 months,Current,Dec-2011
10000.0, 10.65%,48000.0,10000.0,1352.06, 36 months,Fully Paid,Nov-2011
16800.0, 16.77%,55000.0,3206.65,3424.55, 60 months,Charged Off,Dec-2011
16550.0, 14.65%,52000.0,12550.41,6591.84, 60 months,Current,Dec-2011
12000.0, 11.71%,48000.0,9231.02,3737.58, 60 months,Current,Dec-2011
22000.0, 14.65%,85500.0,12430.09,7823.0, 60 months,Charged Off,Dec-2011
10800.0,  7.51%,75000.0,1909.16,438.3, 36 months,Charged Off,Nov-2011
7200.0, 10.65%,50000.0,7200.0,1241.17, 36 months,Fully Paid,Nov-2011
10625.0, 14.27%,25000.0,10625.0,2494.48, 36 months,Fully Paid,Nov-2011
5000.0, 15.96%,35000.0,1033.87,543.11, 36 months,Charged Off,Nov-2011
10000.0, 15.27%,49639.62,10000.0,127.51, 36 months,Fully Paid,Nov-2011
5000.0, 13.49%,40752.0,5000.0,1104.81, 36 months,Fully Paid,Nov-2011
8400.0,  6.62%,62000.0,8400.0,882.62, 36 months,Fully Paid,Nov-2011
25000.0, 18.64%,50000.0,2154.63,2989.53, 60 months,Charged Off,Dec-2011
24000.0, 17.58%,72000.0,24000.0,11499.26, 60 months,Fully Paid,Dec-2011
4800.0,  7.90%,95000.0,4800.0,150.02, 36 months,Fully Paid,Nov-2011
14000.0, 14.65%,78000.0,2599.22,1261.05, 36 months,Charged Off,Nov-2011
7000.0, 13.49%,125000.0,7000.0,1546.92, 36 months,Fully Paid,Nov-2011
15000.0, 16.77%,50000.0,15000.0,4183.26, 36 months,Fully Paid,Nov-2011
13000.0, 12.42%,38000.0,13000.0,2634.41, 36 months,Fully Paid,Nov-2011
30000.0, 14.27%,125000.0,30000.0,1045.7, 36 months,Fully Paid,Dec-2011
6400.0,  8.90%,32000.0,6400.0,916.09, 36 months,Fully Paid,Nov-2011
5650.0,  9.91%,51000.0,5650.0,903.05, 36 months,Fully Paid,Dec-2011
7000.0,  7.51%,60000.0,7000.0,838.43, 36 months,Fully Paid,Nov-2011
8500.0, 11.71%,25000.0,8500.0,1615.25, 36 months,Fully Paid,Nov-2011
28000.0, 15.96%,60000.0,27999.99,6868.08, 60 months,Fully Paid,Dec-2011
7000.0,  7.51%,37740.0,7000.0,838.11, 36 months,Fully Paid,Nov-2011
30000.0, 20.89%,96000.0,30000.0,7695.74, 60 months,Fully Paid,Dec-2011
20000.0, 12.69%,94500.0,20000.0,1007.07, 36 months,Fully Paid,Dec-2011
6000.0, 14.27%,32000.0,6000.0,1407.93, 36 months,Fully Paid,Nov-2011
10000.0,  7.90%,72000.0,10000.0,1082.15, 36 months,Fully Paid,Nov-2011
12000.0,  7.90%,100000.0,12000.0,1479.3, 36 months,Fully Paid,Nov-2011
12500.0, 21.28%,100000.0,12500.0,6099.44, 60 months,Fully Paid,Dec-2011
15000.0, 10.65%,64800.0,11601.24,4217.15, 60 months,Current,Dec-2011
16450.0, 17.27%,38000.0,12358.93,7805.05, 60 months,Current,Dec-2011
2500.0, 15.27%,39420.0,2500.0,309.91, 36 months,Fully Paid,Nov-2011
6200.0,  7.90%,15000.0,6200.0,783.1, 36 months,Fully Paid,Nov-2011
12000.0, 12.69%,62000.0,12000.0,2301.99, 36 months,Fully Paid,Nov-2011
10000.0, 14.27%,45000.0,10000.0,2346.4, 36 months,Fully Paid,Nov-2011
4800.0, 16.29%,30000.0,4800.0,900.99, 36 months,Fully Paid,Nov-2011
17050.0, 12.69%,60000.0,17050.0,2125.71, 36 months,Fully Paid,Nov-2011
15000.0, 22.74%,70000.0,10855.26,9746.54, 60 months,Current,Dec-2011
12700.0, 14.27%,23000.0,12700.0,2802.52, 36 months,Fully Paid,Nov-2011
35000.0, 19.91%,110000.0,35000.0,17570.97, 60 months,Fully Paid,Dec-2011
12000.0, 20.30%,48000.0,5503.11,5653.19, 60 months,Charged Off,Dec-2011
15000.0, 19.91%,48000.0,15000.0,6514.27, 60 months,Fully Paid,Dec-2011
24000.0, 19.03%,70000.0,24000.0,3277.6, 60 months,Fully Paid,Dec-2011
35000.0, 19.42%,185000.0,25824.6,19033.57, 60 months,Current,Dec-2011
11200.0, 17.27%,36840.0,11200.0,3225.29, 36 months,Fully Paid,Nov-2011
7000.0, 11.71%,50000.0,7000.0,1332.99, 36 months,Fully Paid,Nov-2011
6200.0, 19.42%,55000.0,6200.0,2614.42, 60 months,Fully Paid,Nov-2011
20000.0, 15.96%,60000.0,20000.0,8535.33, 60 months,Fully Paid,Dec-2011
35000.0, 23.91%,81500.0,8325.13,13783.77, 60 months,Charged Off,Dec-2011
12000.0, 16.77%,48000.0,12000.0,2216.77, 36 months,Fully Paid,Nov-2011
8500.0, 20.30%,82000.0,8500.0,4827.19, 60 months,Fully Paid,Nov-2011
12000.0,  6.62%,45000.0,12000.0,1231.23, 36 months,Fully Paid,Nov-2011
12000.0, 13.49%,50000.0,12000.0,4298.6, 60 months,Fully Paid,Dec-2011
20000.0, 17.27%,56508.0,9141.54,8357.3, 60 months,Charged Off,Dec-2011
10400.0, 13.49%,57460.0,10400.0,2276.44, 36 months,Fully Paid,Nov-2011
5000.0, 12.69%,60400.0,5000.0,1037.85, 36 months,Fully Paid,Nov-2011
8400.0, 17.27%,34000.0,8400.0,2418.19, 36 months,Fully Paid,Nov-2011
24000.0, 21.67%,98000.0,24000.0,8132.06, 60 months,Fully Paid,Dec-2011
20000.0, 12.42%,100000.0,19999.99,2707.94, 36 months,Fully Paid,Nov-2011
12300.0, 19.91%,41000.0,9051.07,6904.96, 60 months,Current,Dec-2011
11000.0, 13.49%,50000.0,11000.0,2431.43, 36 months,Fully Paid,Nov-2011
18950.0, 19.03%,49500.0,18950.0,9133.63, 60 months,Fully Paid,Dec-2011
12000.0, 11.71%,35000.0,12000.0,1044.05, 36 months,Fully Paid,Nov-2011
20000.0, 11.71%,50000.0,20000.0,3806.92, 36 months,Fully Paid,Nov-2011
3650.0, 17.58%,29000.0,2712.84,1772.89, 60 months,Current,Nov-2011
12000.0, 14.27%,159500.0,11170.88,2806.72, 36 months,Charged Off,Nov-2011
7200.0, 17.58%,56000.0,7200.0,1981.09, 36 months,Fully Paid,Nov-2011
33950.0,  7.90%,91000.0,33950.0,4290.97, 36 months,Fully Paid,Nov-2011
13000.0, 15.96%,85000.0,11480.4,5567.34, 60 months,Current,Dec-2011
12600.0, 16.77%,41000.0,12600.01,2706.22, 60 months,Fully Paid,Dec-2011
15000.0, 11.71%,60000.0,15000.0,2437.23, 36 months,Fully Paid,Nov-2011
4250.0, 12.69%,50000.0,4250.0,826.21, 36 months,Fully Paid,Nov-2011
7000.0,  9.91%,62000.0,7000.0,141.6, 36 months,Fully Paid,Nov-2011
1500.0, 15.96%,97000.0,1500.0,129.76, 36 months,Fully Paid,Nov-2011
25000.0,  7.90%,200000.0,25000.0,634.55, 36 months,Fully Paid,Nov-2011
15600.0, 20.30%,85000.0,15600.0,6415.37, 60 months,Fully Paid,Dec-2011
21000.0, 18.64%,110000.0,21000.0,10237.29, 60 months,Fully Paid,Dec-2011
20000.0, 12.69%,65918.0,20000.0,5352.88, 60 months,Fully Paid,Dec-2011
20000.0, 13.49%,55000.0,2212.41,2203.76, 60 months,Charged Off,Dec-2011
12000.0,  8.90%,42900.0,12000.0,1153.92, 36 months,Fully Paid,Nov-2011
10000.0, 12.69%,51000.0,10000.0,1949.65, 36 months,Fully Paid,Nov-2011
5800.0, 19.03%,51300.0,5800.0,2422.83, 60 months,Fully Paid,Nov-2011
2400.0, 12.42%,45000.0,2400.0,466.25, 36 months,Fully Paid,Nov-2011
28100.0, 14.65%,60000.0,28100.0,2329.76, 60 months,Fully Paid,Dec-2011
4500.0,  6.62%,72000.0,4500.0,24.97, 36 months,Fully Paid,Nov-2011
4800.0, 10.65%,26000.0,4800.0,823.48, 36 months,Fully Paid,Nov-2011
5000.0,  7.90%,45600.0,5000.0,631.69, 36 months,Fully Paid,Nov-2011
18000.0, 10.65%,77000.0,18000.0,3102.89, 36 months,Fully Paid,Nov-2011
25000.0,  7.51%,56900.0,25000.0,2860.83, 36 months,Fully Paid,Nov-2011
18000.0,  7.90%,140000.0,18000.0,2274.4, 36 months,Fully Paid,Nov-2011
6000.0, 15.96%,72000.0,6000.0,1100.23, 36 months,Fully Paid,Nov-2011
35000.0, 22.35%,143000.0,24581.94,22122.3, 60 months,Late (16-30 days),Dec-2011
27000.0, 13.49%,83000.0,27000.0,5971.79, 36 months,Fully Paid,Nov-2011
3000.0,  9.91%,45600.0,3000.0,462.69, 36 months,Fully Paid,Nov-2011
10000.0, 10.65%,68000.0,10000.0,1664.23, 36 months,Fully Paid,Nov-2011
10125.0, 14.65%,70000.0,10125.0,2446.54, 36 months,Fully Paid,Nov-2011
8000.0, 12.42%,47000.0,8000.0,1621.88, 36 months,Fully Paid,Nov-2011
10000.0,  9.91%,45000.0,10000.0,1255.25, 36 months,Fully Paid,Nov-2011
35000.0, 14.27%,121000.0,35000.0,12749.74, 60 months,Fully Paid,Dec-2011
21600.0, 21.67%,82900.0,21600.0,1912.19, 60 months,Fully Paid,Dec-2011
12000.0, 10.65%,110000.0,12000.0,2069.55, 36 months,Fully Paid,Nov-2011
6000.0, 15.27%,49000.0,6000.0,76.55, 36 months,Fully Paid,Nov-2011
14000.0, 16.29%,70000.0,14000.0,3788.7, 36 months,Fully Paid,Nov-2011
8000.0, 14.27%,50000.0,8000.0,1877.72, 36 months,Fully Paid,Nov-2011
14000.0, 13.49%,33936.0,10675.65,5089.4, 60 months,Current,Dec-2011
8000.0, 12.69%,38000.0,8000.0,1657.75, 36 months,Fully Paid,Nov-2011
21000.0,  8.90%,125000.0,21000.0,1824.54, 36 months,Fully Paid,Dec-2011
22000.0, 11.71%,70000.0,12394.78,6043.8, 60 months,Charged Off,Dec-2011
6000.0, 15.96%,28800.0,6000.0,1147.69, 36 months,Fully Paid,Nov-2011
15000.0, 17.58%,130000.0,15000.0,4323.37, 36 months,Fully Paid,Nov-2011
5200.0, 11.71%,54000.0,5200.0,931.88, 36 months,Fully Paid,Nov-2011
17500.0,  7.90%,40000.0,17500.0,2210.83, 36 months,Fully Paid,Dec-2011
6400.0, 11.71%,50000.0,6400.0,985.13, 36 months,Fully Paid,Nov-2011
3825.0, 10.65%,22000.0,3825.0,461.47, 36 months,Fully Paid,Nov-2011
21000.0,  7.90%,60000.0,21000.0,2273.18, 36 months,Fully Paid,Nov-2011
14000.0, 12.42%,72000.0,14000.0,2627.54, 36 months,Fully Paid,Nov-2011
18950.0, 10.65%,50000.0,18950.0,3268.36, 36 months,Fully Paid,Nov-2011
3000.0,  9.91%,40000.0,3000.0,478.77, 36 months,Fully Paid,Nov-2011
2400.0, 12.69%,48000.0,2310.05,494.54, 36 months,Charged Off,Nov-2011
6000.0, 12.69%,75000.0,6000.0,905.04, 36 months,Fully Paid,Nov-2011
16000.0, 18.64%,115000.0,16000.0,8033.26, 60 months,Fully Paid,Dec-2011
18000.0, 12.42%,90000.0,18000.0,2437.53, 36 months,Fully Paid,Nov-2011
10000.0, 16.29%,25000.0,10000.0,2706.4, 36 months,Fully Paid,Nov-2011
2125.0, 15.27%,35000.0,2124.99,536.98, 36 months,Fully Paid,Nov-2011
7500.0,  7.90%,34000.0,2504.96,544.06, 36 months,Charged Off,Nov-2011
10000.0,  6.62%,80000.0,10000.0,677.42, 36 months,Fully Paid,Nov-2011
21000.0, 12.42%,70000.0,16113.53,6983.14, 60 months,Current,Dec-2011
25000.0, 13.49%,250000.0,25000.0,5527.36, 36 months,Fully Paid,Nov-2011
16000.0,  9.91%,40000.0,16000.0,2331.89, 36 months,Fully Paid,Dec-2011
20000.0,  7.90%,60000.0,20000.0,2264.23, 36 months,Fully Paid,Dec-2011
3600.0, 14.27%,106000.0,3600.0,314.2, 36 months,Fully Paid,Nov-2011
20000.0, 18.25%,99996.0,14845.31,10135.09, 60 months,Current,Dec-2011
24000.0, 19.03%,98000.0,17737.13,12746.8, 60 months,Current,Dec-2011
19075.0, 20.30%,50000.0,14000.18,10944.26, 60 months,Current,Dec-2011
10000.0, 18.64%,81600.0,10000.0,3332.05, 60 months,Fully Paid,Nov-2011
8000.0, 11.71%,25000.0,8000.0,460.69, 36 months,Fully Paid,Nov-2011
1000.0, 14.65%,11820.0,1000.0,241.38, 36 months,Fully Paid,Nov-2011
4000.0,  8.90%,15456.0,4000.0,571.6, 36 months,Fully Paid,Nov-2011
18800.0, 18.25%,46000.0,2760.9,3466.88, 60 months,Charged Off,Dec-2011
14000.0, 12.42%,84000.0,14000.0,2668.61, 36 months,Fully Paid,Nov-2011
15000.0, 15.27%,29000.0,11295.1,6219.0, 60 months,Current,Dec-2011
16775.0, 14.27%,140000.0,16775.0,2277.68, 36 months,Fully Paid,Nov-2011
6325.0,  8.90%,25000.0,6325.0,851.4, 36 months,Fully Paid,Nov-2011
5700.0, 18.64%,75000.0,5700.0,2667.77, 60 months,Fully Paid,Nov-2011
13225.0, 13.49%,35000.0,13225.0,2924.76, 36 months,Fully Paid,Nov-2011
10000.0, 14.65%,31000.0,10000.0,2354.72, 36 months,Fully Paid,Nov-2011
13500.0,  8.90%,100000.0,13500.0,1298.35, 36 months,Fully Paid,Nov-2011
12000.0, 12.69%,60000.0,12000.0,375.05, 60 months,Fully Paid,Dec-2011
15000.0,  7.90%,45000.0,15000.0,479.81, 60 months,Fully Paid,Nov-2011
20200.0, 21.28%,59670.0,4571.71,6997.32, 60 months,Charged Off,Dec-2011
20000.0, 14.27%,95000.0,8382.17,3269.29, 36 months,Charged Off,Nov-2011
12000.0, 13.49%,112000.0,12000.0,2654.24, 36 months,Fully Paid,Nov-2011
25975.0, 22.06%,66000.0,18874.47,16307.96, 60 months,Current,Dec-2011
10600.0, 14.27%,54000.0,8042.45,4092.78, 60 months,Current,Nov-2011
13475.0, 10.65%,35000.0,13475.0,2324.25, 36 months,Fully Paid,Nov-2011
4000.0,  9.91%,48000.0,4000.0,517.3, 36 months,Fully Paid,Nov-2011
5000.0,  9.91%,98580.0,3889.63,1304.83, 60 months,Current,Nov-2011
7500.0, 16.29%,67000.0,664.4,393.4, 36 months,Charged Off,Nov-2011
21000.0, 19.42%,42000.0,3263.12,4423.3, 60 months,Charged Off,Dec-2011
9600.0, 17.27%,40000.0,9600.0,3561.08, 60 months,Fully Paid,Nov-2011
10000.0,  7.51%,75000.0,10000.0,1196.96, 36 months,Fully Paid,Dec-2011
3725.0, 12.69%,27302.4,3725.0,350.76, 36 months,Fully Paid,Nov-2011
19425.0, 20.89%,46500.0,8519.21,9269.97, 60 months,Charged Off,Dec-2011
25900.0, 16.77%,62000.0,25900.0,11483.66, 60 months,Fully Paid,Dec-2011
30000.0, 21.67%,100000.0,12021.24,14359.92, 60 months,Charged Off,Dec-2011
13000.0, 19.42%,37500.0,13000.0,6074.75, 60 months,Fully Paid,Dec-2011
15600.0, 14.65%,48575.0,9388.05,5708.94, 60 months,Charged Off,Dec-2011
20000.0, 12.69%,64049.0,20000.0,4035.13, 36 months,Fully Paid,Dec-2011
10000.0,  9.91%,107000.0,10000.0,1572.4, 36 months,Fully Paid,Nov-2011
8000.0, 14.65%,72000.0,0.0,0.0, 36 months,Charged Off,Nov-2011
12000.0, 11.71%,25000.0,12000.0,3717.7, 60 months,Fully Paid,Nov-2011
12000.0,  9.91%,97000.0,12000.0,290.47, 36 months,Fully Paid,Nov-2011
4000.0, 12.42%,42000.0,4000.0,515.03, 36 months,Fully Paid,Nov-2011
9750.0, 20.30%,60000.0,9750.0,4006.73, 60 months,Fully Paid,Dec-2011
24000.0,  7.51%,86000.0,24000.0,296.95, 36 months,Fully Paid,Nov-2011
35000.0, 19.91%,132500.0,35000.0,14495.99, 60 months,Fully Paid,Dec-2011
3125.0, 16.77%,135000.0,3125.0,1145.93, 60 months,Fully Paid,Nov-2011
12000.0, 11.71%,140000.0,12000.0,2180.39, 36 months,Fully Paid,Nov-2011
17500.0,  8.90%,84000.0,17500.0,2501.56, 36 months,Fully Paid,Nov-2011
6000.0, 11.71%,90000.0,6000.0,1089.72, 36 months,Fully Paid,Nov-2011
15000.0, 13.49%,38000.0,11428.47,5445.87, 60 months,Current,Dec-2011
8000.0, 17.58%,36000.0,1708.33,2317.94, 60 months,Charged Off,Nov-2011
28000.0, 18.64%,129000.0,28000.0,11576.74, 60 months,Fully Paid,Dec-2011
30000.0,  7.90%,161000.0,30000.0,1532.24, 36 months,Fully Paid,Nov-2011
28000.0, 18.25%,157000.0,20796.77,14203.9, 60 months,Current,Dec-2011
1000.0, 15.96%,24000.0,1000.0,63.3, 36 months,Fully Paid,Nov-2011
23800.0, 12.42%,47600.0,23800.0,3995.87, 36 months,Fully Paid,Nov-2011
17000.0,  6.03%,50000.0,17000.0,1625.92, 36 months,Fully Paid,Nov-2011
18000.0, 15.27%,50000.0,5040.96,4435.46, 60 months,Charged Off,Dec-2011
13500.0, 12.42%,57840.0,13500.0,3293.35, 60 months,Fully Paid,Dec-2011
24000.0,  9.91%,75000.0,24000.0,3837.5, 36 months,Fully Paid,Nov-2011
3600.0,  7.51%,85000.0,3600.0,430.27, 36 months,Fully Paid,Nov-2011
15000.0, 16.29%,50000.0,15000.0,4060.07, 36 months,Fully Paid,Nov-2011
1000.0, 13.49%,53200.0,1000.0,124.7, 36 months,Fully Paid,Nov-2011
30000.0, 23.52%,110000.0,1635.98,4319.23, 60 months,Charged Off,Dec-2011
3600.0, 13.49%,36000.0,3600.0,793.64, 36 months,Fully Paid,Nov-2011
15500.0, 10.65%,56510.0,15500.0,1403.18, 60 months,Fully Paid,Dec-2011
14000.0, 17.58%,40000.0,14000.0,4107.14, 36 months,Fully Paid,Nov-2011
6400.0, 13.49%,29000.0,6400.0,1102.69, 36 months,Fully Paid,Nov-2011
3600.0,  6.62%,45000.0,3600.0,160.17, 36 months,Fully Paid,Nov-2011
14000.0,  6.62%,115000.0,14000.0,682.48, 36 months,Fully Paid,Nov-2011
4025.0,  9.91%,25000.0,4025.0,627.21, 36 months,Fully Paid,Nov-2011
15000.0, 20.89%,59000.0,10961.97,8838.67, 60 months,Current,Dec-2011
2600.0, 12.69%,9600.0,2600.0,130.53, 36 months,Fully Paid,Dec-2011
16500.0,  8.90%,32968.0,16500.0,1973.48, 36 months,Fully Paid,Nov-2011
15000.0, 13.49%,96000.0,15000.0,498.93, 60 months,Fully Paid,Dec-2011
8875.0,  8.90%,23000.0,1544.05,426.17, 36 months,Charged Off,Nov-2011
30000.0, 18.64%,61000.0,2583.57,3584.75, 60 months,Charged Off,Dec-2011
23000.0, 20.30%,120000.0,23000.0,12069.84, 60 months,Fully Paid,Dec-2011
3825.0, 14.65%,21000.0,3825.0,922.41, 36 months,Fully Paid,Nov-2011
11100.0, 16.77%,55000.0,11100.0,3084.68, 36 months,Fully Paid,Nov-2011
12000.0,  9.91%,40000.0,12000.0,1832.87, 36 months,Fully Paid,Nov-2011
8900.0, 18.64%,77000.0,2740.62,2967.13, 60 months,Charged Off,Nov-2011
12000.0, 11.71%,120000.0,9232.0,3738.16, 60 months,Current,Nov-2011
3000.0,  7.51%,15000.0,3000.0,103.28, 36 months,Fully Paid,Nov-2011
5600.0,  7.90%,32000.0,5600.0,668.03, 36 months,Fully Paid,Nov-2011
12000.0, 17.27%,43000.0,12000.0,5229.07, 60 months,Fully Paid,Nov-2011
12000.0, 11.71%,60000.0,12000.0,2286.77, 36 months,Fully Paid,Nov-2011
25000.0, 15.96%,113000.0,25000.0,3143.41, 60 months,Fully Paid,Dec-2011
12000.0,  9.91%,87000.0,7951.67,1756.87, 36 months,Charged Off,Nov-2011
35000.0, 21.67%,165000.0,35000.01,7716.7, 60 months,Fully Paid,Dec-2011
30000.0, 14.65%,70000.0,22740.84,11956.25, 60 months,Current,Dec-2011
10000.0, 12.69%,62000.0,6576.59,1771.76, 36 months,Charged Off,Nov-2011
21600.0, 20.30%,72800.0,21600.01,10194.21, 60 months,Fully Paid,Nov-2011
8000.0, 10.65%,60780.0,5745.26,1277.93, 36 months,Charged Off,Nov-2011
6000.0,  9.91%,62000.0,6000.0,672.64, 36 months,Fully Paid,Nov-2011
15000.0, 18.25%,281000.0,15000.0,453.22, 60 months,Fully Paid,Nov-2011
35000.0, 20.30%,75000.0,12074.91,14053.01, 60 months,Charged Off,Nov-2011
14400.0, 20.30%,77500.0,14400.0,3978.74, 60 months,Fully Paid,Nov-2011
10500.0, 12.69%,75600.0,10500.0,721.61, 36 months,Fully Paid,Nov-2011
9000.0, 11.71%,51000.0,2189.86,782.44, 36 months,Charged Off,Nov-2011
10900.0, 12.42%,55000.0,10900.0,1607.72, 36 months,Fully Paid,Nov-2011
17600.0, 12.42%,140000.0,17600.0,3569.64, 36 months,Fully Paid,Nov-2011
1800.0, 13.49%,40000.0,755.98,276.26, 36 months,Charged Off,Nov-2011
14000.0, 18.64%,63000.0,2039.5,2640.76, 60 months,Charged Off,Nov-2011
10000.0,  7.90%,102672.0,10000.0,1263.02, 36 months,Fully Paid,Dec-2011
6000.0,  7.90%,46443.36,6000.0,757.51, 36 months,Fully Paid,Nov-2011
5200.0,  8.90%,36000.0,3945.87,1202.09, 60 months,Late (16-30 days),Nov-2011
6500.0,  6.03%,61650.0,6500.0,85.53, 36 months,Fully Paid,Nov-2011
10000.0, 16.29%,45500.0,10000.0,2704.73, 36 months,Fully Paid,Nov-2011
8000.0,  9.91%,35000.0,8000.0,1278.34, 36 months,Fully Paid,Nov-2011
2800.0, 16.29%,43200.0,1076.27,501.17, 36 months,Charged Off,Nov-2011
35000.0, 17.27%,97000.0,35000.0,2462.09, 60 months,Fully Paid,Nov-2011
12000.0, 11.71%,125000.0,12000.0,787.91, 60 months,Fully Paid,Nov-2011
11200.0,  6.62%,52000.0,11200.0,1178.61, 36 months,Fully Paid,Nov-2011
8000.0, 13.49%,23000.0,1699.1,739.29, 36 months,Charged Off,Nov-2011
14825.0, 23.52%,45600.0,538.4,1146.33, 60 months,Charged Off,Nov-2011
6100.0, 18.64%,70000.0,2624.88,1372.74, 36 months,Charged Off,Nov-2011
17000.0, 15.96%,60000.0,17000.0,226.81, 36 months,Fully Paid,Nov-2011
16000.0, 15.96%,64000.0,16000.0,3784.28, 60 months,Fully Paid,Nov-2011
1500.0,  6.03%,24000.0,1500.0,143.35, 36 months,Fully Paid,Nov-2011
6500.0,  7.51%,80000.0,6500.0,570.88, 36 months,Fully Paid,Nov-2011
5500.0, 14.65%,107000.0,5500.0,2166.91, 60 months,Fully Paid,Nov-2011
10000.0, 12.69%,50000.0,694.46,309.07, 36 months,Charged Off,Nov-2011
7125.0,  9.91%,36648.0,7125.0,1139.03, 36 months,Fully Paid,Nov-2011
14000.0, 14.65%,81000.0,10616.99,5575.95, 60 months,Current,Nov-2011
11000.0, 16.29%,52000.0,10999.99,2236.21, 36 months,Fully Paid,Nov-2011
3000.0,  9.91%,83000.0,3000.0,478.82, 36 months,Fully Paid,Dec-2011
15850.0, 21.28%,66000.0,11579.16,9551.83, 60 months,Current,Nov-2011
12000.0, 14.65%,43700.0,9099.48,4779.16, 60 months,Current,Dec-2011
29700.0, 11.71%,57000.0,29700.0,7147.84, 60 months,Fully Paid,Nov-2011
6500.0,  7.51%,28000.0,6500.0,758.58, 36 months,Fully Paid,Nov-2011
2800.0,  6.03%,55000.0,2800.0,267.64, 36 months,Fully Paid,Nov-2011
10000.0,  6.03%,50000.0,10000.0,616.32, 36 months,Fully Paid,Nov-2011
30000.0, 20.30%,82000.0,30000.0,3441.64, 60 months,Fully Paid,Nov-2011
8000.0,  6.62%,50000.0,8000.0,484.94, 36 months,Fully Paid,Nov-2011
12000.0, 18.64%,61234.0,5838.16,5256.96, 60 months,Charged Off,Nov-2011
35000.0, 12.42%,101000.0,26861.75,11642.6, 60 months,Current,Nov-2011
30000.0, 20.30%,180000.0,22020.29,17142.49, 60 months,Current,Nov-2011
9000.0,  7.51%,57240.0,9000.0,476.56, 36 months,Fully Paid,Nov-2011
3000.0, 20.30%,43000.0,3000.0,796.27, 36 months,Fully Paid,Nov-2011
7925.0, 15.27%,30000.0,7925.0,2025.06, 36 months,Fully Paid,Nov-2011
18000.0, 14.27%,36000.0,8291.05,5566.51, 60 months,Charged Off,Nov-2011
24575.0, 20.89%,54600.0,2269.84,3690.86, 60 months,Charged Off,Nov-2011
15000.0, 15.27%,85000.0,15000.0,3065.65, 60 months,Fully Paid,Nov-2011
15000.0, 17.58%,63200.0,15000.0,3019.94, 60 months,Fully Paid,Nov-2011
12000.0,  6.62%,105000.0,12000.0,1082.8, 36 months,Fully Paid,Nov-2011
15000.0, 14.65%,70000.0,15000.0,3626.09, 36 months,Fully Paid,Dec-2011
6400.0, 11.71%,62502.0,6400.0,1218.84, 36 months,Fully Paid,Nov-2011
